Razon Social,Empresa,Mes,Neto,IVA
Liftvan International,Hapag-Lloyd Argentina S.R.L,2024-04,11541780,22200
Liftvan International,Hapag-Lloyd Argentina S.R.L,2024-05,2720190,37280
Liftvan International,Hapag-Lloyd Argentina S.R.L,2024-06,1735716,13270
Liftvan International,Hapag-Lloyd Argentina S.R.L,2024-07,1816129,0
Liftvan International,Hapag-Lloyd Argentina S.R.L,2024-08,788508,26460
Liftvan International,Hapag-Lloyd Argentina S.R.L,2024-09,3664680,51460
Liftvan International,Hapag-Lloyd Argentina S.R.L,2024-10,7297287,37540
Liftvan International,Hapag-Lloyd Argentina S.R.L,2024-11,3719535,23800
Liftvan International,Hapag-Lloyd Argentina S.R.L,2024-12,6057080,80770
Liftvan International,Hapag-Lloyd Argentina S.R.L,2025-01,17035946,60100
Liftvan International,Hapag-Lloyd Argentina S.R.L,2025-02,5967150,24040
Liftvan International,Hapag-Lloyd Argentina S.R.L,2025-03,10926322,25120
Liftvan International,Hapag-Lloyd Argentina S.R.L,2025-04,4475068,72836
Liftvan International,Hecker Laura Noemi,2024-02,7034,1477
Liftvan International,Hiperbaires Srl,2024-03,54000,11340
Liftvan International,Hiperbaires Srl,2024-07,68250,14332
Liftvan International,Hiperbaires Srl,2024-08,135500,28455
Liftvan International,Hiperbaires Srl,2024-10,61650,12946
Liftvan International,Humeniuk Emanuel,2024-01,55000,0
Liftvan International,Humeniuk Emanuel,2024-03,55000,0
Liftvan International,Humeniuk Emanuel,2024-04,55000,0
Liftvan International,Humeniuk Emanuel,2024-06,70000,0
Liftvan International,Humeniuk Emanuel,2024-08,70000,0
Liftvan International,Humeniuk Emanuel,2024-09,70000,0
Liftvan International,Humeniuk Emanuel,2024-12,70000,0
Liftvan International,Humeniuk Emanuel,2025-02,70000,0
Liftvan International,Humeniuk Emanuel,2025-03,70000,0
Liftvan International,Huxley S.A.,2024-07,242450,50914
Liftvan International,Huxley S.A.,2025-03,244654,51377
Liftvan International,I-Maticks Srl,2025-04,130000,27300
Liftvan International,"Iberia, Lineas Aereas De España, Sociedad Anonima Operadora (Sucursal De Empresa Extranjera)",2024-04,228911,0
Liftvan International,"Iberia, Lineas Aereas De España, Sociedad Anonima Operadora (Sucursal De Empresa Extranjera)",2024-09,257051,0
Liftvan International,"Iberia, Lineas Aereas De España, Sociedad Anonima Operadora (Sucursal De Empresa Extranjera)",2024-10,518055,0
Liftvan International,"Iberia, Lineas Aereas De España, Sociedad Anonima Operadora (Sucursal De Empresa Extranjera)",2025-01,278726,0
Liftvan International,Idea Biz S A,2024-09,861273,180867
Liftvan International,Imedt Sociedad De Responsabilidad Limitada,2024-03,270000,56700
Liftvan International,Industriales Pymes Argentinos Asociacion Civil,2024-10,99550,0
Liftvan International,Industrias Argentec S. A.,2024-06,37988,7978
Liftvan International,Ingenieria Austral Sociedad De Responsabilidad Limitada,2024-12,30208,6344
Liftvan International,Ingenieria Austral Sociedad De Responsabilidad Limitada,2025-03,40741,8556
Liftvan International,Instituto De Hermanos Cristianos,2024-06,200000,0
Liftvan International,Insua Pablo Fabian,2025-01,420000,0
Liftvan International,Inter American Cargo Group Sa,2024-12,0,0
Liftvan International,Jara Valentin Alberto,2024-07,100000,0
Liftvan International,Jara Valentin Alberto,2024-08,180000,0
Liftvan International,Jara Valentin Alberto,2024-09,100000,0
Liftvan International,Jara Valentin Alberto,2024-10,70000,0
Liftvan International,Jara Valentin Alberto,2024-11,50000,0
Liftvan International,Jara Valentin Alberto,2025-02,750000,0
Liftvan International,Jara Valentin Alberto,2025-03,90000,0
Liftvan International,Jara Valentin Alberto,2025-04,125000,0
Liftvan International,Jorge Causillas Sa,2024-01,1364141,286470
Liftvan International,Jorge Causillas Sa,2024-06,2092716,439470
Liftvan International,Jorge Causillas Sa,2024-09,1984205,416683
Liftvan International,Jorge Causillas Sa,2025-03,527054,110681
Liftvan International,"Juan Manuel Bailez,Andres Anasal Y Matias Elorz S.R.L",2025-02,34214,7185
Liftvan International,Kappel Liliana Graciela,2024-03,12800,0
Liftvan International,Kappel Liliana Graciela,2024-05,9600,0
Liftvan International,Kay Santiago Federico,2025-04,660000,0
Liftvan International,Kpta S.R.L.,2024-01,88000,18480
Liftvan International,Kpta S.R.L.,2024-03,238000,49980
Liftvan International,Kurday Bertoldo Basilio,2024-07,1350000,0
Liftvan International,L A R M Argentina Sociedad Anonima,2024-03,4800080,1008017
Liftvan International,L A R M Argentina Sociedad Anonima,2024-04,5708060,890645
Liftvan International,L A R M Argentina Sociedad Anonima,2024-05,5442843,1066840
Liftvan International,L A R M Argentina Sociedad Anonima,2024-06,598580,0
Liftvan International,L A R M Argentina Sociedad Anonima,2024-07,3309863,546086
Liftvan International,L A R M Argentina Sociedad Anonima,2024-08,1441452,254971
Liftvan International,L A R M Argentina Sociedad Anonima,2024-09,5428672,468489
Liftvan International,L A R M Argentina Sociedad Anonima,2024-11,3054299,483908
Liftvan International,L A R M Argentina Sociedad Anonima,2024-12,608425,170030
Liftvan International,L A R M Argentina Sociedad Anonima,2025-01,126500,2415
Liftvan International,L A R M Argentina Sociedad Anonima,2025-02,1885476,355408
Liftvan International,L A R M Argentina Sociedad Anonima,2025-04,-85623,-164283
Liftvan International,La Colonia Sa,2024-12,15702,3298
Liftvan International,Label Express Srl,2024-06,164387,34521
Liftvan International,Label Express Srl,2024-11,200389,42082
Liftvan International,Lamicar S.R.L.,2024-08,256198,53802
Liftvan International,Lanche Gabriela Noemi,2024-08,9868,2072
Liftvan International,Lastra Facundo Martin,2025-03,90000,0
Liftvan International,Lastra Facundo Martin,2025-05,380000,0
Liftvan International,Leiria Carlos Alberto,2025-01,6574000,0
Liftvan International,Leiria Carlos Alberto,2025-02,7871000,0
Liftvan International,Leiria Carlos Alberto,2025-03,7131000,0
Liftvan International,Leiria Carlos Alberto,2025-04,9420000,0
Liftvan International,Leiria Miguel Ricardo,2024-03,671500,0
Liftvan International,Leiria Miguel Ricardo,2024-04,288000,0
Liftvan International,Libertech Srl,2024-04,50180,10538
Liftvan International,Light Blue Logistics Srl,2024-08,912916,0
Liftvan International,Light Blue Logistics Srl,2024-09,920010,0
Liftvan International,Light Blue Logistics Srl,2024-10,1200710,10090
Liftvan International,Logisa Srl,2024-10,112600,23646
Liftvan International,Logisa Srl,2025-04,36400,7644
Liftvan International,Lopez Patricia Isabel,2024-12,290000,60900
Liftvan International,Lufthansa Cargo S A,2024-07,195000,0
Liftvan International,Lufthansa Cargo S A,2024-08,397600,0
Liftvan International,Lufthansa Cargo S A,2024-10,206500,0
Liftvan International,M Dodero Compania General De Servicios S A,2024-02,1464610,307568
Liftvan International,M Dodero Compania General De Servicios S A,2024-11,1595430,335040
Liftvan International,Mabellini Carlos Alberto,2025-04,690572,108428
Liftvan International,Madriaga Benkovic Hugo Ariel,2024-12,11000,0
Liftvan International,Mamani Hector Emmanuel,2024-10,40000,0
Liftvan International,Marcos Mariel Lorena,2024-06,0,0
Liftvan International,Marcos Mariel Lorena,2024-07,0,0
Liftvan International,Maritime Services Line Argentina  Sa,2024-02,482780,100380
Liftvan International,Maritime Services Line Argentina  Sa,2024-08,126568,18301
Liftvan International,Maritime Services Line Argentina  Sa,2024-11,289209,51850
Liftvan International,Maritime Services Line Argentina  Sa,2025-03,220509,38323
Liftvan International,Marsicano Mariana De Los Milag,2024-01,286998,44877
Liftvan International,Marsicano Mariana De Los Milag,2024-02,546040,89080
Liftvan International,Marsicano Mariana De Los Milag,2024-04,573216,85085
Liftvan International,Marsicano Mariana De Los Milag,2024-05,657993,99109
Liftvan International,Marsicano Mariana De Los Milag,2024-08,274000,53117
Liftvan International,Marsicano Mariana De Los Milag,2024-10,52610,7132
Liftvan International,Marsicano Mariana De Los Milag,2024-11,217161,32222
Liftvan International,Marsicano Mariana De Los Milag,2024-12,204536,35801
Liftvan International,Marsicano Mariana De Los Milag,2025-01,384110,58695
Liftvan International,Marsicano Mariana De Los Milag,2025-03,989044,160483
Liftvan International,Martinez Eriberto Omar,2024-04,825000,0
Liftvan International,Martinez Eriberto Omar,2024-05,825000,0
Liftvan International,Martinez Eriberto Omar,2024-06,700000,0
Liftvan International,Martinez Eriberto Omar,2024-07,550000,0
Liftvan International,Martinez Eriberto Omar,2024-08,700000,0
Liftvan International,Martinez Eriberto Omar,2024-09,700000,0
Liftvan International,Martinez Eriberto Omar,2024-10,700000,0
Liftvan International,Martinez Eriberto Omar,2024-11,700000,0
Liftvan International,Martinez Eriberto Omar,2024-12,700000,0
Liftvan International,Martinez Eriberto Omar,2025-01,1000000,0
Liftvan International,Martinez Eriberto Omar,2025-02,600000,0
Liftvan International,Martinez Eriberto Omar,2025-03,1000000,0
Liftvan International,Martinez Eriberto Omar,2025-04,1000000,0
Liftvan International,Martinez Pollitzer Jimena,2024-01,430625,0
Liftvan International,Martinez Pollitzer Jimena,2024-06,309400,0
Liftvan International,Martinez Pollitzer Jimena,2024-09,841510,0
Liftvan International,Martinez Pollitzer Jimena,2024-11,1058720,0
Liftvan International,Martinez Pollitzer Jimena,2024-12,1082120,0
Liftvan International,Martinez Pollitzer Jimena,2025-01,967785,0
Liftvan International,Martinez Pollitzer Jimena,2025-02,978022,0
Liftvan International,Martinez Pollitzer Jimena,2025-03,848835,0
Liftvan International,Martinez Pollitzer Jimena,2025-04,865800,0
Liftvan International,Martinuzzi Pedro Renato,2025-03,50000,10500
Liftvan International,Mastromauro Mariano Martin,2024-08,26446,5554
Liftvan International,Maxigoma Srl,2024-12,27632,5803
Liftvan International,Mazurkiewich Ramon Daniel,2024-03,173000,36330
Liftvan International,Mazurkiewich Ramon Daniel,2024-06,240000,50400
Liftvan International,Mazurkiewich Ramon Daniel,2024-07,565000,118650
Liftvan International,Mazurkiewich Ramon Daniel,2024-08,135000,28350
Liftvan International,Mazurkiewich Ramon Daniel,2024-09,380000,79800
Liftvan International,Mazurkiewich Ramon Daniel,2024-10,485000,101850
Liftvan International,Mazurkiewich Ramon Daniel,2024-11,1040000,218400
Liftvan International,Mazurkiewich Ramon Daniel,2024-12,1010000,212100
Liftvan International,Mazurkiewich Ramon Daniel,2025-01,1260000,264600
Liftvan International,Mazurkiewich Ramon Daniel,2025-02,2450000,514500
Liftvan International,Mazurkiewich Ramon Daniel,2025-03,3350000,703500
Liftvan International,Mazurkiewich Ramon Daniel,2025-04,960000,201600
Liftvan International,Medicina Productiva S A,2024-01,35108,7373
Liftvan International,Medicina Productiva S A,2024-02,35108,7373
Liftvan International,Medicina Productiva S A,2024-03,45640,9585
Liftvan International,Medicina Productiva S A,2024-04,51117,10735
Liftvan International,Medicina Productiva S A,2024-05,51117,10735
Liftvan International,Medicina Productiva S A,2024-06,58018,12184
Liftvan International,Medicina Productiva S A,2024-07,60338,12671
Liftvan International,Medicina Productiva S A,2024-08,167914,35262
Liftvan International,Medicina Productiva S A,2024-09,67973,14274
Liftvan International,Medicina Productiva S A,2024-10,70576,14821
Liftvan International,Medicina Productiva S A,2024-11,70576,14821
Liftvan International,Medicina Productiva S A,2024-12,75976,15955
Liftvan International,Mediterranean Shipping Company S A,2024-02,561800,33390
Liftvan International,Mediterranean Shipping Company S A,2024-03,291500,17325
Liftvan International,Mediterranean Shipping Company S A,2024-04,704000,17325
Liftvan International,Mediterranean Shipping Company S A,2024-06,0,0
Liftvan International,Mediterranean Shipping Company S A,2024-08,1615605,41375
Liftvan International,Mediterranean Shipping Company S A,2024-09,478440,0
Liftvan International,Mediterranean Shipping Company S A,2024-10,1323450,35201
Liftvan International,Mediterranean Shipping Company S A,2024-11,306450,17876
Liftvan International,Mercocarga S. A.,2024-01,1251492,262813
Liftvan International,Mercocarga S. A.,2024-11,1399685,293934
Liftvan International,Meriti Srl,2024-01,393970,82734
Liftvan International,Meriti Srl,2024-02,471989,99118
Liftvan International,Meriti Srl,2024-03,383717,80581
Liftvan International,Meriti Srl,2024-04,380534,79912
Liftvan International,Meriti Srl,2024-05,403603,84757
Liftvan International,Meriti Srl,2024-06,432231,90769
Liftvan International,Meriti Srl,2024-07,451767,94871
Liftvan International,Meriti Srl,2024-08,465290,97711
Liftvan International,Meriti Srl,2024-09,462832,97195
Liftvan International,Meriti Srl,2024-10,445317,93517
Liftvan International,Meriti Srl,2024-11,417176,87607
Liftvan International,Meriti Srl,2024-12,395860,83131
Liftvan International,Meriti Srl,2025-01,423118,88855
Liftvan International,Meriti Srl,2025-02,423547,88945
Liftvan International,Meriti Srl,2025-03,456963,95962
Liftvan International,Meriti Srl,2025-04,492168,103355
Liftvan International,Meriti Srl,2025-05,608704,127828
Liftvan International,Metalurgica Mar Fran S.R.L.,2025-01,461074,96826
Liftvan International,Mis Genios S.R.L.,2024-01,204623,42971
Liftvan International,Mis Genios S.R.L.,2024-02,241456,50706
Liftvan International,Mis Genios S.R.L.,2024-03,284918,59833
Liftvan International,Mis Genios S.R.L.,2024-04,310560,65218
Liftvan International,Mis Genios S.R.L.,2024-05,335405,70435
Liftvan International,Mis Genios S.R.L.,2024-06,358883,75365
Liftvan International,Mis Genios S.R.L.,2024-07,373238,78380
Liftvan International,Mis Genios S.R.L.,2024-08,388168,81515
Liftvan International,Mis Genios S.R.L.,2024-09,403695,84776
Liftvan International,Mis Genios S.R.L.,2024-10,419843,88167
Liftvan International,Mis Genios S.R.L.,2024-11,432438,90812
Liftvan International,Mis Genios S.R.L.,2024-12,445411,93536
Liftvan International,Mis Genios S.R.L.,2025-01,456546,95875
Liftvan International,Mis Genios S.R.L.,2025-02,467960,98272
Liftvan International,Mis Genios S.R.L.,2025-03,479659,100728
Liftvan International,Mis Genios S.R.L.,2025-04,491650,103246
Liftvan International,Mis Genios S.R.L.,2025-05,503942,105828
Liftvan International,Mm & Bb,2025-05,9810248,2060152
Liftvan International,Munser S A,2024-01,147529,29756
Liftvan International,Munser S A,2024-02,309658,54820
Liftvan International,Munser S A,2024-03,792766,154733
Liftvan International,Munser S A,2024-04,165668,34790
Liftvan International,Munser S A,2024-05,159123,32094
Liftvan International,Munser S A,2024-07,351933,54140
Liftvan International,Munser S A,2024-08,684604,139555
Liftvan International,Munser S A,2024-09,181948,38209
Liftvan International,Munser S A,2024-10,186763,28731
Liftvan International,Munser S A,2024-11,371618,65795
Liftvan International,Munser S A,2024-12,182575,36825
Liftvan International,Munser S A,2025-01,197513,30384
Liftvan International,Munser S A,2025-02,380239,76693
Liftvan International,Murchison S A Estibajes Y Cargas Industrial Y Comercial,2024-01,439819,92362
Liftvan International,Murchison S A Estibajes Y Cargas Industrial Y Comercial,2024-02,1716612,360488
Liftvan International,Murchison S A Estibajes Y Cargas Industrial Y Comercial,2024-03,908255,190733
Liftvan International,Murchison S A Estibajes Y Cargas Industrial Y Comercial,2024-04,1322864,277802
Liftvan International,Murchison S A Estibajes Y Cargas Industrial Y Comercial,2024-05,1584468,332738
Liftvan International,Murchison S A Estibajes Y Cargas Industrial Y Comercial,2024-06,1045640,219584
Liftvan International,Murchison S A Estibajes Y Cargas Industrial Y Comercial,2024-07,891278,187168
Liftvan International,Murchison S A Estibajes Y Cargas Industrial Y Comercial,2024-08,1503478,315730
Liftvan International,Murchison S A Estibajes Y Cargas Industrial Y Comercial,2024-09,510825,107273
Liftvan International,Murchison S A Estibajes Y Cargas Industrial Y Comercial,2024-10,1447120,303895
Liftvan International,Murchison S A Estibajes Y Cargas Industrial Y Comercial,2024-12,4310884,905286
Liftvan International,Murchison S A Estibajes Y Cargas Industrial Y Comercial,2025-02,557025,116975
Liftvan International,Murchison S A Estibajes Y Cargas Industrial Y Comercial,2025-03,559650,117526
Liftvan International,Murchison S A Estibajes Y Cargas Industrial Y Comercial,2025-04,2456235,515810
Liftvan International,N Y O Soft S.R.L.,2024-01,55201,11592
Liftvan International,N Y O Soft S.R.L.,2024-03,34626,7271
Liftvan International,N Y O Soft S.R.L.,2024-04,87258,18324
Liftvan International,N Y O Soft S.R.L.,2024-05,47992,10078
Liftvan International,N Y O Soft S.R.L.,2024-07,103807,21800
Liftvan International,N Y O Soft S.R.L.,2024-08,59812,12561
Liftvan International,N Y O Soft S.R.L.,2024-10,123811,26001
Liftvan International,N Y O Soft S.R.L.,2024-12,65919,13843
Liftvan International,N Y O Soft S.R.L.,2025-01,139814,29361
Liftvan International,N Y O Soft S.R.L.,2025-03,72717,15271
Liftvan International,N Y O Soft S.R.L.,2025-04,148344,31152
Liftvan International,Naon Gimenez Jose Oscar,2024-05,720000,0
Liftvan International,Naon Gimenez Jose Oscar,2024-06,720000,0
Liftvan International,Navarro Cesar Omar,2024-02,613000,128730
Liftvan International,Navarro Cesar Omar,2024-03,906670,190401
Liftvan International,Navarro Cesar Omar,2024-06,3466300,727923
Liftvan International,Navarro Cesar Omar,2025-01,1314000,275940
Liftvan International,Navarro Cesar Omar,2025-04,1487250,312322
Liftvan International,Navarro Cesar Omar,2025-05,461000,96810
Liftvan International,Navetrans Argentina Sa,2024-12,323320,67260
Liftvan International,Neumaticos Corral S.A.,2025-03,1522371,319698
Liftvan International,Neumaticos Lainez Sociedad De Responsabilidad Limitada,2024-07,404959,85041
Liftvan International,Newkirk Alejandro Daniel,2024-01,283759,0
Liftvan International,Newkirk Alejandro Daniel,2024-02,661254,0
Liftvan International,Newkirk Alejandro Daniel,2024-03,297743,0
Liftvan International,Newkirk Alejandro Daniel,2024-04,608381,0
Liftvan International,Newkirk Alejandro Daniel,2024-05,619847,0
Liftvan International,Newkirk Alejandro Daniel,2024-11,1292465,0
Liftvan International,Newkirk Alejandro Daniel,2024-12,707350,0
Liftvan International,Newserv S A,2024-07,505000,106050
Liftvan International,Novita Repuestos S A,2025-01,586335,123130
Liftvan International,Novita Repuestos S A,2025-02,93914,19722
Liftvan International,Nuevos Ayres Cargo S.A.,2024-01,2982106,0
Liftvan International,Nuevos Ayres Cargo S.A.,2024-02,1281052,0
Liftvan International,Nuevos Ayres Cargo S.A.,2024-03,2207034,0
Liftvan International,Nuevos Ayres Cargo S.A.,2024-04,3328495,0
Liftvan International,Nuevos Ayres Cargo S.A.,2024-05,1518247,0
Liftvan International,Nuevos Ayres Cargo S.A.,2024-06,1684185,0
Liftvan International,Nuevos Ayres Cargo S.A.,2024-07,2569335,0
Liftvan International,Nuevos Ayres Cargo S.A.,2024-09,722864,0
Liftvan International,Nuevos Ayres Cargo S.A.,2024-10,799899,0
Liftvan International,Nuevos Ayres Cargo S.A.,2025-03,1449253,0
Liftvan International,Nuñez Diego Sebastian,2024-03,35000,0
Liftvan International,Ocean Network Express Argentina S. A.,2025-03,38880,0
Liftvan International,Ocean Network Express Argentina S. A.,2025-04,1868064,0
Liftvan International,Ocean Network Express Argentina Sa,2024-02,106020,22320
Liftvan International,Ocean Network Express Argentina Sa,2024-03,363372,75844
Liftvan International,Ocean Network Express Argentina Sa,2024-04,1476192,13728
Liftvan International,Ocean Network Express Argentina Sa,2024-05,4654992,151402
Liftvan International,Ocean Network Express Argentina Sa,2024-06,1459364,170197
Liftvan International,Ocean Network Express Argentina Sa,2024-07,465315,8334
Liftvan International,Ocean Network Express Argentina Sa,2024-08,2586383,97350
Liftvan International,Ocean Network Express Argentina Sa,2024-09,1186227,16194
Liftvan International,Ocean Network Express Argentina Sa,2024-10,2557522,37068
Liftvan International,Ocean Network Express Argentina Sa,2024-12,4561604,42324
Liftvan International,Odriozola Nelson Matias,2024-03,300000,0
Liftvan International,Odriozola Nelson Matias,2024-04,300000,0
Liftvan International,Odriozola Nelson Matias,2024-05,400000,0
Liftvan International,Odriozola Nelson Matias,2024-06,450000,0
Liftvan International,Odriozola Nelson Matias,2024-07,470000,0
Liftvan International,Odriozola Nelson Matias,2024-08,490000,0
Liftvan International,Odriozola Nelson Matias,2024-09,500000,0
Liftvan International,Odriozola Nelson Matias,2024-10,520000,0
Liftvan International,Odriozola Nelson Matias,2024-11,542000,0
Liftvan International,Odriozola Nelson Matias,2024-12,550000,0
Liftvan International,Odriozola Nelson Matias,2025-01,550000,0
Liftvan International,Odriozola Nelson Matias,2025-02,600000,0
Liftvan International,Odriozola Nelson Matias,2025-03,650000,0
Liftvan International,Odriozola Nelson Matias,2025-04,640000,0
Liftvan International,Odriozola Nelson Matias,2025-05,650000,0
Liftvan International,Osde Organizacion De Servicios Directos Empresarios,2024-01,1114667,117040
Liftvan International,Osde Organizacion De Servicios Directos Empresarios,2024-02,1432033,150363
Liftvan International,Osde Organizacion De Servicios Directos Empresarios,2024-03,1704115,178932
Liftvan International,Osde Organizacion De Servicios Directos Empresarios,2024-04,1533716,161040
Liftvan International,Osde Organizacion De Servicios Directos Empresarios,2024-05,1668677,175211
Liftvan International,Osde Organizacion De Servicios Directos Empresarios,2024-06,1738757,182569
Liftvan International,Osde Organizacion De Servicios Directos Empresarios,2024-07,1860467,195349
Liftvan International,Osde Organizacion De Servicios Directos Empresarios,2024-08,2031176,213274
Liftvan International,Osde Organizacion De Servicios Directos Empresarios,2024-09,2128671,223510
Liftvan International,Osde Organizacion De Servicios Directos Empresarios,2024-10,2232971,234462
Liftvan International,Osde Organizacion De Servicios Directos Empresarios,2024-11,2320053,243606
Liftvan International,Osde Organizacion De Servicios Directos Empresarios,2024-12,2403572,252375
Liftvan International,Osde Organizacion De Servicios Directos Empresarios,2025-01,2461255,258432
Liftvan International,Osde Organizacion De Servicios Directos Empresarios,2025-02,2527705,265409
Liftvan International,Osde Organizacion De Servicios Directos Empresarios,2025-03,2575728,270451
Liftvan International,Osde Organizacion De Servicios Directos Empresarios,2025-04,2637539,276942
Liftvan International,Oslomarpe Sa,2025-04,156757,30243
Liftvan International,Padron Juan Abelardo,2024-02,1897500,398475
Liftvan International,Padron Juan Abelardo,2024-06,1910150,401132
Liftvan International,Padron Juan Abelardo,2024-07,2884200,605682
Liftvan International,Padron Juan Abelardo,2024-09,3950450,829594
Liftvan International,Padron Juan Abelardo,2024-10,5429000,1140090
Liftvan International,Padron Juan Abelardo,2024-11,0,0
Liftvan International,Padron Juan Abelardo,2025-01,3187920,669463
Liftvan International,Padron Mariano Agustin,2024-01,117420,0
Liftvan International,Padron Mariano Agustin,2024-02,117420,0
Liftvan International,Padron Mariano Agustin,2024-03,361292,0
Liftvan International,Padron Mariano Agustin,2024-04,180646,0
Liftvan International,Padron Mariano Agustin,2024-05,180646,0
Liftvan International,Padron Mariano Agustin,2024-06,180646,0
Liftvan International,Padron Mariano Agustin,2024-07,180646,0
Liftvan International,Pais Furtado Javier Alejandro,2025-04,1003455,0
Liftvan International,Palacio Y Asociados - Sociedad Civil,2024-02,64770,13602
Liftvan International,Palacio Y Asociados - Sociedad Civil,2024-07,64800,13608
Liftvan International,Palacio Y Asociados - Sociedad Civil,2024-09,183400,31080
Liftvan International,Palacio Y Asociados - Sociedad Civil,2024-11,80850,16978
Liftvan International,Palacio Y Asociados - Sociedad Civil,2025-01,38000,7980
Liftvan International,Palacio Y Asociados - Sociedad Civil,2025-02,41650,8746
Liftvan International,Parra Emilio Walter,2024-09,3719,781
Liftvan International,Passerini Jorge Enrique,2024-11,2500000,0
Liftvan International,Passerini Jorge Enrique,2024-12,1500000,0
Liftvan International,Passerini Jorge Enrique,2025-01,3000000,0
Liftvan International,Passerini Jorge Enrique,2025-02,3000000,0
Liftvan International,Passerini Jorge Enrique,2025-03,2500000,0
Liftvan International,Passerini Jorge Enrique,2025-04,7055000,0
Liftvan International,Pereyra Aldo Alejandro,2024-04,10500,2205
Liftvan International,Pereyra Aldo Alejandro,2024-10,15000,3150
Liftvan International,Pereyra Aldo Alejandro,2025-04,60000,12600
Liftvan International,Pereyra Aldo Alejandro,2025-05,25000,5250
Liftvan International,Perronnet Juan Pedro,2024-01,951255,199763
Liftvan International,Perronnet Juan Pedro,2024-03,1566764,329021
Liftvan International,Perronnet Juan Pedro,2024-05,414987,87147
Liftvan International,Perronnet Juan Pedro,2024-07,72830,15294
Liftvan International,Perronnet Juan Pedro,2024-08,846364,177736
Liftvan International,Perronnet Juan Pedro,2024-10,867000,182070
Liftvan International,Perronnet Juan Pedro,2024-11,1175265,246806
Liftvan International,Perronnet Juan Pedro,2024-12,973884,204515
Liftvan International,Perronnet Juan Pedro,2025-01,-54000,-11340
Liftvan International,Perronnet Juan Pedro,2025-02,2126966,446662
Liftvan International,Perronnet Juan Pedro,2025-04,1073978,225535
Liftvan International,Pino Transmisiones Industriales S.R.L.,2025-05,1479862,310771
Liftvan International,Pinturerias Caporaso Hermanos Srl,2024-01,10204,2143
Liftvan International,Pinturerias Caporaso Hermanos Srl,2025-03,11988,2517
Liftvan International,Pipicucu S. A. S.,2024-09,122256,25674
Liftvan International,Pizzi Jose Luis,2025-03,163000,34230
Liftvan International,Pluscargo Argentina S A S. A.,2024-01,453740,41160
Liftvan International,Pochat Alurralde Juan Manuel,2024-01,568750,0
Liftvan International,Pochat Alurralde Juan Manuel,2024-03,2127500,0
Liftvan International,Pochat Alurralde Juan Manuel,2024-04,2142500,0
Liftvan International,Pochat Alurralde Juan Manuel,2024-05,176600,0
Liftvan International,Pochat Alurralde Juan Manuel,2024-07,1017150,0
Liftvan International,Pochat Alurralde Juan Manuel,2024-08,3029000,0
Liftvan International,Pochat Alurralde Juan Manuel,2024-10,4998000,0
Liftvan International,Pochat Alurralde Juan Manuel,2024-11,8662200,0
Liftvan International,Pochat Alurralde Juan Manuel,2024-12,3744400,0
Liftvan International,Pochat Alurralde Juan Manuel,2025-01,262750,0
Liftvan International,Pochat Alurralde Juan Manuel,2025-02,3477500,0
Liftvan International,Pochat Alurralde Juan Manuel,2025-03,372400,0
Liftvan International,Pochat Alurralde Juan Manuel,2025-04,2942500,0
Liftvan International,Power Silvia Cristina,2024-01,51816,10884
Liftvan International,Precintos Berko S A,2024-12,50000,10500
Liftvan International,Premiar Compañia Argentina De Seguros,2024-03,81700,17200
Liftvan International,Premiar Compañia Argentina De Seguros,2025-02,107400,22554
Liftvan International,Price-Mania S.A.,2024-04,0,0
Liftvan International,Prodexpo Internacional Srl,2024-01,172278,35312
Liftvan International,Prodexpo Internacional Srl,2024-02,173328,35532
Liftvan International,Prodexpo Internacional Srl,2024-04,183228,37611
Liftvan International,Prodexpo Internacional Srl,2024-08,196766,40194
Liftvan International,Prodexpo Internacional Srl,2024-09,403332,82446
Liftvan International,Prodexpo Internacional Srl,2025-01,439132,89964
Liftvan International,Prodexpo Internacional Srl,2025-03,222216,45538
Liftvan International,Prosegur Activa Argentina Sa,2024-01,179526,37701
Liftvan International,Prosegur Activa Argentina Sa,2024-02,196916,41353
Liftvan International,Prosegur Activa Argentina Sa,2024-03,216610,45488
Liftvan International,Prosegur Activa Argentina Sa,2024-04,238270,50039
Liftvan International,Prosegur Activa Argentina Sa,2024-05,391970,82312
Liftvan International,Prosegur Activa Argentina Sa,2024-06,422544,88734
Liftvan International,Prosegur Activa Argentina Sa,2024-07,309161,64925
Liftvan International,Prosegur Activa Argentina Sa,2024-08,343421,72117
Liftvan International,Prosegur Activa Argentina Sa,2024-09,360116,75624
Liftvan International,Prosegur Activa Argentina Sa,2024-10,377309,79235
Liftvan International,Prosegur Activa Argentina Sa,2024-11,377309,79235
Liftvan International,Prosegur Activa Argentina Sa,2024-12,399569,83910
Liftvan International,Prosegur Activa Argentina Sa,2025-01,600185,126038
Liftvan International,Prosegur Activa Argentina Sa,2025-02,622387,130703
Liftvan International,Prosegur Activa Argentina Sa,2025-03,637947,133968
Liftvan International,Prosegur Activa Argentina Sa,2025-04,654853,137520
Liftvan International,Prosegur S A,2025-04,514318,108007
Liftvan International,Puente Cristales Sociedad De Responsabilidad Limitada,2024-08,253223,53177
Liftvan International,Pussetto Salta S A,2024-08,943543,198144
Liftvan International,Pussetto Salta S A,2025-01,375104,78772
Liftvan International,Ramirez Lucas Ezequiel,2024-07,0,0
Liftvan International,Ramirez Lucas Ezequiel,2024-10,1600000,168000
