Razon Social,Empresa,Mes,Neto,IVA
Deposito Avellaneda Sur,Sistelcom Argentina   Srl,2025-02,6493747,1363687
Deposito Avellaneda Sur,Sistelcom Argentina   Srl,2025-03,10161911,2134001
Deposito Avellaneda Sur,Sistelcom Argentina   Srl,2025-04,7660710,1608750
Deposito Avellaneda Sur,Sistelcom Argentina   Srl,2025-05,3587850,753448
Deposito Avellaneda Sur,Sistemas Gaff S.A.,2024-04,106089,22279
Deposito Avellaneda Sur,Sistemas Gaff S.A.,2024-06,111545,23424
Deposito Avellaneda Sur,Sistemas Gaff S.A.,2024-07,57738,12126
Deposito Avellaneda Sur,Sistemas Gaff S.A.,2024-09,114685,24084
Deposito Avellaneda Sur,Sistemas Gaff S.A.,2025-05,96714,20310
Deposito Avellaneda Sur,Smart Power Argentina S.R.L.,2024-07,421400,88494
Deposito Avellaneda Sur,Softam S.R.L.,2024-02,23654,4967
Deposito Avellaneda Sur,Soler Martin Roberto,2024-04,112810,23690
Deposito Avellaneda Sur,Solution Box S.R.L.,2025-03,9600156,1047930
Deposito Avellaneda Sur,Starlink Argentina S R L,2024-04,0,0
Deposito Avellaneda Sur,Starlink Argentina S R L,2024-05,0,0
Deposito Avellaneda Sur,Starlink Argentina S R L,2024-06,0,0
Deposito Avellaneda Sur,Starlink Argentina S R L,2024-07,0,0
Deposito Avellaneda Sur,Starlink Argentina S R L,2024-08,0,0
Deposito Avellaneda Sur,Starlink Argentina S R L,2024-09,0,0
Deposito Avellaneda Sur,Starlink Argentina S R L,2024-10,0,0
Deposito Avellaneda Sur,Starlink Argentina S R L,2024-11,0,0
Deposito Avellaneda Sur,Starlink Argentina S R L,2024-12,0,0
Deposito Avellaneda Sur,Starlink Argentina S R L,2025-01,0,0
Deposito Avellaneda Sur,Starlink Argentina S R L,2025-02,0,0
Deposito Avellaneda Sur,Starlink Argentina S R L,2025-03,0,0
Deposito Avellaneda Sur,Starlink Argentina S R L,2025-04,0,0
Deposito Avellaneda Sur,Stendy,2025-01,30372,6378
Deposito Avellaneda Sur,Stylus Sociedad Anonima,2024-04,413222,86777
Deposito Avellaneda Sur,Suarez Vanessa Lorena,2024-12,1347100,282891
Deposito Avellaneda Sur,Superbike S.A.,2024-01,979215,205635
Deposito Avellaneda Sur,Superbike S.A.,2024-02,1438473,302080
Deposito Avellaneda Sur,Talon Anabella Giselle,2024-09,10776,1045
Deposito Avellaneda Sur,Tau Daniela Leonor,2025-03,4417,927
Deposito Avellaneda Sur,Tecmaco Integral  S A,2024-02,5697034,1196453
Deposito Avellaneda Sur,Tecmaco Integral  S A,2024-05,3675885,771617
Deposito Avellaneda Sur,Tecmaco Integral  S A,2024-09,7441980,1562421
Deposito Avellaneda Sur,Telecentro S A,2024-06,34793,7307
Deposito Avellaneda Sur,Telecentro S A,2024-07,35479,7451
Deposito Avellaneda Sur,Telecentro S A,2024-08,37960,7972
Deposito Avellaneda Sur,Telecentro S A,2024-09,39855,8370
Deposito Avellaneda Sur,Telecentro S A,2024-10,43840,9206
Deposito Avellaneda Sur,Telecentro S A,2024-11,47345,9942
Deposito Avellaneda Sur,Telecentro S A,2024-12,49700,10437
Deposito Avellaneda Sur,Telecentro S A,2025-01,51680,10853
Deposito Avellaneda Sur,Telecentro S A,2025-02,54260,11395
Deposito Avellaneda Sur,Telecentro S A,2025-03,56430,11850
Deposito Avellaneda Sur,Telecentro S A,2025-04,58960,12382
Deposito Avellaneda Sur,Telecom Argentina Sociedad Anonima,2024-01,35000,7350
Deposito Avellaneda Sur,Telecom Argentina Sociedad Anonima,2024-02,43750,9188
Deposito Avellaneda Sur,Telecom Argentina Sociedad Anonima,2024-03,52500,11025
Deposito Avellaneda Sur,Telecom Argentina Sociedad Anonima,2024-04,57750,12128
Deposito Avellaneda Sur,Telecom Argentina Sociedad Anonima,2024-05,75380,15830
Deposito Avellaneda Sur,Telecom Argentina Sociedad Anonima,2024-06,35145,7380
Deposito Avellaneda Sur,Telecom Argentina Sociedad Anonima,2024-07,37245,7821
Deposito Avellaneda Sur,Telecom Argentina Sociedad Anonima,2024-08,39105,8212
Deposito Avellaneda Sur,Telecom Argentina Sociedad Anonima,2024-09,40665,8540
Deposito Avellaneda Sur,Telecom Argentina Sociedad Anonima,2024-10,42285,8880
Deposito Avellaneda Sur,Telecom Argentina Sociedad Anonima,2024-11,42285,8880
Deposito Avellaneda Sur,Telecom Argentina Sociedad Anonima,2024-12,42285,8880
Deposito Avellaneda Sur,Telecom Argentina Sociedad Anonima,2025-01,42285,8880
Deposito Avellaneda Sur,Telecom Argentina Sociedad Anonima,2025-02,42285,8880
Deposito Avellaneda Sur,Telecom Argentina Sociedad Anonima,2025-03,46575,9781
Deposito Avellaneda Sur,Telecom Argentina Sociedad Anonima,2025-04,47970,10074
Deposito Avellaneda Sur,Telefonica Moviles Argentina Sociedad Anonima,2024-01,1884831,483932
Deposito Avellaneda Sur,Telefonica Moviles Argentina Sociedad Anonima,2024-02,1622519,400504
Deposito Avellaneda Sur,Telefonica Moviles Argentina Sociedad Anonima,2024-03,1609495,397099
Deposito Avellaneda Sur,Telefonica Moviles Argentina Sociedad Anonima,2024-04,1689724,416780
Deposito Avellaneda Sur,Telefonica Moviles Argentina Sociedad Anonima,2024-05,832043,187187
Deposito Avellaneda Sur,Telefonica Moviles Argentina Sociedad Anonima,2024-06,634869,133950
Deposito Avellaneda Sur,Telefonica Moviles Argentina Sociedad Anonima,2024-07,8098,2186
Deposito Avellaneda Sur,Telefonica Moviles Argentina Sociedad Anonima,2024-08,7610,2055
Deposito Avellaneda Sur,Telefonica Moviles Argentina Sociedad Anonima,2024-09,7155,1932
Deposito Avellaneda Sur,Telefonica Moviles Argentina Sociedad Anonima,2024-10,6241,1685
Deposito Avellaneda Sur,Telefonica Moviles Argentina Sociedad Anonima,2024-11,6546,1767
Deposito Avellaneda Sur,Telefonica Moviles Argentina Sociedad Anonima,2024-12,6847,1849
Deposito Avellaneda Sur,Terminal 4  S A,2024-01,2131799,447678
Deposito Avellaneda Sur,Terminal 4  S A,2024-02,19882715,4175371
Deposito Avellaneda Sur,Terminal 4  S A,2024-03,1808270,379737
Deposito Avellaneda Sur,Terminal 4  S A,2024-06,1835523,385460
Deposito Avellaneda Sur,Terminal 4  S A,2024-07,936159,196593
Deposito Avellaneda Sur,Terminal 4  S A,2024-08,6619107,1390014
Deposito Avellaneda Sur,Terminal 4  S A,2024-09,2184092,458659
Deposito Avellaneda Sur,Terminal 4  S A,2024-10,974520,204649
Deposito Avellaneda Sur,Terminal 4  S A,2024-11,6228955,1308082
Deposito Avellaneda Sur,Terminal 4  S A,2024-12,9773233,2052380
Deposito Avellaneda Sur,Terminal 4  S A,2025-01,6240393,1310483
Deposito Avellaneda Sur,Terminal 4  S A,2025-02,4662183,979058
Deposito Avellaneda Sur,Terminal 4  S A,2025-04,2332117,489745
Deposito Avellaneda Sur,Terminales Rio De La Plata  Sociedad Anonima,2024-05,121635,25228
Deposito Avellaneda Sur,Terminales Rio De La Plata  Sociedad Anonima,2024-07,1130470,237446
Deposito Avellaneda Sur,Terminales Rio De La Plata  Sociedad Anonima,2024-10,1131200,237350
Deposito Avellaneda Sur,Terminales Rio De La Plata Sociedad Anonima,2024-12,1204344,252840
Deposito Avellaneda Sur,Terminales Rio De La Plata Sociedad Anonima,2025-01,1498048,314548
Deposito Avellaneda Sur,Terminales Rio De La Plata Sociedad Anonima,2025-03,1392940,292680
Deposito Avellaneda Sur,Terminales Rio De La Plata Sociedad Anonima,2025-04,3040362,637938
Deposito Avellaneda Sur,Tiboni Y Compañia Sa,2024-07,11200,2352
Deposito Avellaneda Sur,Tiboni Y Compañia Sa,2024-08,56000,11760
Deposito Avellaneda Sur,Tiboni Y Compañia Sa,2025-03,106400,22344
Deposito Avellaneda Sur,Tiendanext S. R. L.,2024-11,18774,3942
Deposito Avellaneda Sur,Tieri Augusto Javier,2024-02,3023124,634856
Deposito Avellaneda Sur,Tieri Augusto Javier,2024-12,1769695,371636
Deposito Avellaneda Sur,Tizolatte S.A.,2024-01,947750,199028
Deposito Avellaneda Sur,Tizolatte S.A.,2024-02,2104955,442041
Deposito Avellaneda Sur,Tizolatte S.A.,2024-03,1157205,243013
Deposito Avellaneda Sur,Tizolatte S.A.,2024-04,5415000,1137150
Deposito Avellaneda Sur,Tizolatte S.A.,2024-06,1140600,239526
Deposito Avellaneda Sur,Todo Lubricante Srl,2024-01,616750,129519
Deposito Avellaneda Sur,Todocom Sa,2024-03,212082,44537
Deposito Avellaneda Sur,Todomaq Srl,2025-01,341357,35842
Deposito Avellaneda Sur,Todomaq Srl,2025-02,-130316,-13683
Deposito Avellaneda Sur,Toledo Marcelo Sebastian,2024-01,416000,0
Deposito Avellaneda Sur,Toledo Marcelo Sebastian,2024-02,430000,0
Deposito Avellaneda Sur,Toledo Marcelo Sebastian,2024-03,809300,0
Deposito Avellaneda Sur,Toledo Marcelo Sebastian,2024-04,737380,0
Deposito Avellaneda Sur,Toledo Marcelo Sebastian,2024-05,430550,0
Deposito Avellaneda Sur,Toledo Marcelo Sebastian,2024-06,755000,0
Deposito Avellaneda Sur,Toledo Marcelo Sebastian,2024-07,736000,0
Deposito Avellaneda Sur,Toledo Marcelo Sebastian,2024-08,790000,0
Deposito Avellaneda Sur,Toledo Marcelo Sebastian,2024-09,2376350,0
Deposito Avellaneda Sur,Toledo Marcelo Sebastian,2024-11,1300000,0
Deposito Avellaneda Sur,Toledo Marcelo Sebastian,2024-12,2217301,0
Deposito Avellaneda Sur,Toledo Marcelo Sebastian,2025-01,1800000,0
Deposito Avellaneda Sur,Toledo Marcelo Sebastian,2025-02,1800000,0
Deposito Avellaneda Sur,Toledo Marcelo Sebastian,2025-04,3600000,0
Deposito Avellaneda Sur,Tommasi Eduardo Gustavo,2024-09,143825,30203
Deposito Avellaneda Sur,Tracolor S.A.,2024-03,1706999,286851
Deposito Avellaneda Sur,Transporte El Grande S. R. L.,2024-01,170000,35700
Deposito Avellaneda Sur,Transporte El Grande S. R. L.,2024-02,200000,42000
Deposito Avellaneda Sur,Transporte El Grande S. R. L.,2024-04,250000,52500
Deposito Avellaneda Sur,Transporte Malfel,2024-06,1859500,378000
Deposito Avellaneda Sur,Transporte Malfel,2025-02,802260,147000
Deposito Avellaneda Sur,Transporte Tj Srl,2024-03,3867682,812213
Deposito Avellaneda Sur,Transporte Tj Srl,2024-04,4651401,976794
Deposito Avellaneda Sur,Transporte Tj Srl,2024-05,7006490,1471363
Deposito Avellaneda Sur,Transporte Tj Srl,2024-06,5447082,1143887
Deposito Avellaneda Sur,Transporte Tj Srl,2025-04,5740000,1205400
Deposito Avellaneda Sur,Transporte Tj Srl,2025-05,140000,29400
Deposito Avellaneda Sur,Transporte Y Logistica Jfv,2025-04,3900000,819000
Deposito Avellaneda Sur,Transporte Y Logistica Jfv,2025-05,5570000,1169700
Deposito Avellaneda Sur,Travel Pack Srl,2024-10,205472,43149
Deposito Avellaneda Sur,Trinidad Emilio Nicolas,2024-06,130000,0
Deposito Avellaneda Sur,Trinidad Emilio Nicolas,2024-07,65000,0
Deposito Avellaneda Sur,Troche Marta Graciela,2024-03,170000,0
Deposito Avellaneda Sur,Troche Marta Graciela,2024-04,170000,0
Deposito Avellaneda Sur,Troche Marta Graciela,2024-05,74000,0
Deposito Avellaneda Sur,Trujillo Cintia Sabrina,2025-02,0,0
Deposito Avellaneda Sur,Tsiros Nicolas,2024-07,38000,0
Deposito Avellaneda Sur,U-Bros S.A.,2024-09,495867,104132
Deposito Avellaneda Sur,Ulog Sa.,2024-01,4548000,955080
Deposito Avellaneda Sur,Ulog Sa.,2024-02,2373286,498390
Deposito Avellaneda Sur,Ulog Sa.,2024-05,5221507,1096516
Deposito Avellaneda Sur,Ulog Sa.,2024-07,920640,193334
Deposito Avellaneda Sur,Ulog Sa.,2024-08,1255418,263638
Deposito Avellaneda Sur,Ulog Sa.,2024-09,3080941,646997
Deposito Avellaneda Sur,Ulog Sa.,2024-11,4672589,981243
Deposito Avellaneda Sur,Ulog Sa.,2024-12,5093823,1069704
Deposito Avellaneda Sur,Ulog Sa.,2025-01,3884156,815673
Deposito Avellaneda Sur,Ulog Sa.,2025-03,7444640,1563374
Deposito Avellaneda Sur,Ulog Sa.,2025-04,7739760,1625350
Deposito Avellaneda Sur,Unimaco S.A.,2025-03,99897,20978
Deposito Avellaneda Sur,Uom Gerli  S.C.S. S. C. S.,2024-03,18833,522
Deposito Avellaneda Sur,Uom Gerli  S.C.S. S. C. S.,2024-05,66099,872
Deposito Avellaneda Sur,Uom Gerli  S.C.S. S. C. S.,2024-08,113062,0
Deposito Avellaneda Sur,Uom Gerli  S.C.S. S. C. S.,2025-01,105895,3760
Deposito Avellaneda Sur,Urtubey Francisco,2024-01,750000,0
Deposito Avellaneda Sur,Urtubey Francisco,2024-02,1000000,0
Deposito Avellaneda Sur,Urtubey Francisco,2024-03,2000000,0
Deposito Avellaneda Sur,Urtubey Francisco,2024-04,2000000,0
Deposito Avellaneda Sur,Urtubey Francisco,2024-05,2000000,0
Deposito Avellaneda Sur,Urtubey Francisco,2024-06,3000000,0
Deposito Avellaneda Sur,Urtubey Francisco,2024-07,2400000,0
Deposito Avellaneda Sur,Urtubey Francisco,2024-08,2400000,0
Deposito Avellaneda Sur,Urtubey Francisco,2024-09,2400000,0
Deposito Avellaneda Sur,Urtubey Francisco,2024-10,2800000,0
Deposito Avellaneda Sur,Urtubey Francisco,2024-11,3968000,0
Deposito Avellaneda Sur,Urtubey Francisco,2024-12,5076000,0
Deposito Avellaneda Sur,Urtubey Francisco,2025-01,3384000,0
Deposito Avellaneda Sur,Urtubey Francisco,2025-02,3384000,0
Deposito Avellaneda Sur,Urtubey Francisco,2025-03,3384000,0
Deposito Avellaneda Sur,Urtubey Francisco,2025-04,3900000,0
Deposito Avellaneda Sur,Valente Pamela Laura,2024-09,19157,4023
Deposito Avellaneda Sur,Vazquez Hnos S.R.L.,2025-04,114962,24142
Deposito Avellaneda Sur,Vega Jorge Hector,2024-04,24000,0
Deposito Avellaneda Sur,Venta On Line S.A.S.,2024-03,32725,6872
Deposito Avellaneda Sur,Vera Carlos Alberto,2024-01,750000,0
Deposito Avellaneda Sur,Vera Carlos Alberto,2024-02,500000,0
Deposito Avellaneda Sur,Vera Carlos Alberto,2024-03,283800,0
Deposito Avellaneda Sur,Vera Carlos Alberto,2024-04,600300,0
Deposito Avellaneda Sur,Vera Carlos Alberto,2024-05,630000,0
Deposito Avellaneda Sur,Vera Carlos Alberto,2024-06,630000,0
Deposito Avellaneda Sur,Vera Carlos Alberto,2024-07,640000,0
Deposito Avellaneda Sur,Vera Carlos Alberto,2024-08,740000,0
Deposito Avellaneda Sur,Vera Carlos Alberto,2024-09,792400,0
Deposito Avellaneda Sur,Vera Carlos Alberto,2024-10,1053400,0
Deposito Avellaneda Sur,Vera Carlos Alberto,2024-11,908400,0
Deposito Avellaneda Sur,Vera Carlos Alberto,2024-12,865000,0
Deposito Avellaneda Sur,Vera Carlos Alberto,2025-01,1158800,0
Deposito Avellaneda Sur,Vera Carlos Alberto,2025-02,1720000,0
Deposito Avellaneda Sur,Vera Carlos Alberto,2025-04,2340000,0
Deposito Avellaneda Sur,Via Bariloche Sociedad Anonima,2024-05,4785,1005
Deposito Avellaneda Sur,Via Bariloche Sociedad Anonima,2025-02,49474,10390
Deposito Avellaneda Sur,Vicini Laura Susana,2024-12,34364,7216
Deposito Avellaneda Sur,Visapel Sociedad Anonima,2025-03,115413,24237
Deposito Avellaneda Sur,Vivalda Fabian Vito,2024-09,30974,6505
Deposito Avellaneda Sur,Vivas Carla Valeria,2024-02,16636,3494
Deposito Avellaneda Sur,Viñas En Flor S. R. L.,2024-03,119008,24992
Deposito Avellaneda Sur,Viñas En Flor S. R. L.,2024-09,357645,75105
Deposito Avellaneda Sur,Viñas En Flor S. R. L.,2024-10,0,0
Deposito Avellaneda Sur,Vol De Franco Protesoni Castrege Y Facundo Castrege Socs. Cap. I Seccion Iv Ley 19550,2025-01,32812,6890
Deposito Avellaneda Sur,Vuigner Valentin Celso Eldo,2024-04,11545,2424
Deposito Avellaneda Sur,Vuigner Valentin Celso Eldo,2024-08,9157,1923
Deposito Avellaneda Sur,W Harbour S.A.,2024-01,244012,48342
Deposito Avellaneda Sur,W.Standard Group Srl,2025-01,253333,53200
Deposito Avellaneda Sur,Warzok Sas,2024-07,55000,11550
Deposito Avellaneda Sur,Warzok Sas,2024-10,117000,24570
Deposito Avellaneda Sur,Warzok Sas,2024-11,82644,17356
Deposito Avellaneda Sur,Warzok Sas,2025-01,65000,13650
Deposito Avellaneda Sur,Warzok Sas,2025-02,95000,19950
Deposito Avellaneda Sur,Warzok Sas,2025-04,170000,35700
Deposito Avellaneda Sur,Wide Avenue Srl,2024-04,1274304,267605
Deposito Avellaneda Sur,Wide Avenue Srl,2024-05,1020975,214406
Deposito Avellaneda Sur,Wide Avenue Srl,2024-11,1633320,342997
Deposito Avellaneda Sur,Winterloke S.R.L.,2024-03,86107,18083
Deposito Avellaneda Sur,Witpel S.R.L.,2025-01,76822,16133
Deposito Avellaneda Sur,Yoruedo S.R.L.,2024-04,139669,29331
Deposito Avellaneda Sur,Ypf Sociedad Anonima,2024-01,39077,8206
Deposito Avellaneda Sur,Ypf Sociedad Anonima,2024-02,74446,15633
Deposito Avellaneda Sur,Ypf Sociedad Anonima,2024-03,83233,17479
Deposito Avellaneda Sur,Ypf Sociedad Anonima,2024-04,42392,8902
Deposito Avellaneda Sur,Ypf Sociedad Anonima,2024-05,93975,19735
Deposito Avellaneda Sur,Ypf Sociedad Anonima,2024-06,51361,10786
Deposito Avellaneda Sur,Ypf Sociedad Anonima,2024-07,10320,2167
Deposito Avellaneda Sur,Ypf Sociedad Anonima,2024-08,10800,2268
Deposito Avellaneda Sur,Ypf Sociedad Anonima,2024-09,11700,2457
Deposito Avellaneda Sur,Ypf Sociedad Anonima,2024-10,11700,2457
Deposito Avellaneda Sur,Ypf Sociedad Anonima,2024-11,11700,2457
Deposito Avellaneda Sur,Ypf Sociedad Anonima,2024-12,12870,2703
Deposito Avellaneda Sur,Ypf Sociedad Anonima,2025-01,12870,2703
Deposito Avellaneda Sur,Ypf Sociedad Anonima,2025-02,12870,2703
Deposito Avellaneda Sur,Ypf Sociedad Anonima,2025-03,13683,2873
Deposito Avellaneda Sur,Ypf Sociedad Anonima,2025-04,13683,2873
Deposito Avellaneda Sur,Yusti Gustavo Pablo,2025-05,5850000,1228500
Deposito Avellaneda Sur,Zen Energy S.A.,2024-09,42975,9025
Deposito Avellaneda Sur,Zg Multitec Srl,2024-09,335536,70462
Deposito Avellaneda Sur,Zhu Yahua,2024-12,133223,27977
Deposito Avellaneda Sur,Zinna Iris Vilma,2024-02,27525,5780
Deposito Avellaneda Sur,Zorrilla Jimenez Facundo,2024-02,620889,0
Deposito Avellaneda Sur,Zorrilla Jimenez Facundo,2024-04,25129,0
Edelweiss Spedition,Administrative Processing Center Sa S. A.,2024-10,21984,4617
Edelweiss Spedition,Administrative Processing Center Sa S. A.,2025-03,27108,5693
Edelweiss Spedition,Aeropuertos Argentina 2000 S A,2024-01,11529,2421
Edelweiss Spedition,Aeropuertos Argentina 2000 S A,2024-02,148860,31262
Edelweiss Spedition,Aeropuertos Argentina 2000 S A,2024-03,42189,8860
Edelweiss Spedition,Aeropuertos Argentina 2000 S A,2024-09,209096,44944
Edelweiss Spedition,Aeropuertos Argentina 2000 S A,2024-10,68821,13964
Edelweiss Spedition,Aeropuertos Argentina 2000 S A,2024-12,7336,1048
Edelweiss Spedition,Aeropuertos Argentina 2000 S A,2025-01,234216,47908
Edelweiss Spedition,Aeropuertos Argentina 2000 S A,2025-03,96088,20746
Edelweiss Spedition,Aeropuertos Argentina 2000 S A,2025-04,190685,40626
Edelweiss Spedition,Alfema Sociedad De Responsabilidad Limitada,2024-02,3147570,0
Edelweiss Spedition,Alfema Sociedad De Responsabilidad Limitada,2024-04,127047,2628
Edelweiss Spedition,Alfema Sociedad De Responsabilidad Limitada,2024-08,1079680,0
Edelweiss Spedition,Alfema Sociedad De Responsabilidad Limitada,2024-10,299000,0
Edelweiss Spedition,Alfema Sociedad De Responsabilidad Limitada,2025-01,1698120,0
Edelweiss Spedition,Ba Comex S.A.,2025-03,235601,49476
Edelweiss Spedition,Bank S. A.,2024-10,34842,7317
Edelweiss Spedition,Bank S. A.,2024-11,70910,14891
Edelweiss Spedition,Bank S. A.,2024-12,36120,7585
Edelweiss Spedition,Bank S. A.,2025-01,92094,19340
Edelweiss Spedition,Bank S. A.,2025-02,37608,7898
Edelweiss Spedition,Bank S. A.,2025-03,76265,16016
Edelweiss Spedition,Bank S. A.,2025-04,63350,13303
Edelweiss Spedition,Bank S. A.,2025-05,106312,22326
Edelweiss Spedition,Bank Sa,2024-03,30292,6361
Edelweiss Spedition,Bank Sa,2024-04,91980,19316
Edelweiss Spedition,Bank Sa,2024-05,47119,9895
Edelweiss Spedition,Bank Sa,2024-06,80194,16841
Edelweiss Spedition,Bank Sa,2024-07,16319,3427
Edelweiss Spedition,Bank Sa,2024-08,49954,10490
Edelweiss Spedition,Bank Sa,2024-09,34055,7152
Edelweiss Spedition,Biside S. R. L.,2024-02,36744,7716
Edelweiss Spedition,Biside S. R. L.,2024-08,48812,10251
Edelweiss Spedition,Biside S. R. L.,2024-11,51890,10897
Edelweiss Spedition,Biside S. R. L.,2025-02,55071,11565
Edelweiss Spedition,Biside S. R. L.,2025-05,61047,12820
Edelweiss Spedition,Borges Buenos Aires Srl,2024-03,399174,83826
Edelweiss Spedition,Camara De Industria Y Comercio Argentino Alemana Asociacion Ci,2024-01,275000,0
Edelweiss Spedition,Camara De Industria Y Comercio Argentino Alemana Asociacion Ci,2024-04,400000,0
Edelweiss Spedition,Camara De Industria Y Comercio Argentino Alemana Asociacion Ci,2024-07,450000,0
Edelweiss Spedition,Cargo Logistics Exim S.R.L.,2024-04,2053192,0
Edelweiss Spedition,Cargo Logistics Exim S.R.L.,2024-07,523040,0
Edelweiss Spedition,Cargo Logistics Exim S.R.L.,2024-08,1664901,0
Edelweiss Spedition,Cargo Logistics Exim S.R.L.,2024-09,2516640,0
Edelweiss Spedition,Cargo Logistics Exim S.R.L.,2024-10,1434720,0
Edelweiss Spedition,Cargo Logistics Exim S.R.L.,2024-11,951855,9752
Edelweiss Spedition,Cargo Logistics Exim S.R.L.,2024-12,1846800,0
Edelweiss Spedition,Cargo Logistics Exim S.R.L.,2025-02,955488,0
Edelweiss Spedition,Cargo Logistics Exim S.R.L.,2025-03,762600,0
Edelweiss Spedition,Caso Diego Jose,2024-05,800000,0
Edelweiss Spedition,Chiemese S.A.,2025-01,260126,53500
Edelweiss Spedition,Cma Cgm Argentina Sa,2024-05,500000,40000
Edelweiss Spedition,Cma Cgm Argentina Sa,2025-03,4768110,90900
Edelweiss Spedition,Colegio De Traductores Publicos E Interpretes De La Provincia De Buenos Aires - Regional San Isidro,2024-01,0,0
Edelweiss Spedition,Colegio De Traductores Publicos E Interpretes De La Provincia De Buenos Aires - Regional San Isidro,2024-07,0,0
Edelweiss Spedition,Colegio De Traductores Publicos E Interpretes De La Provincia De Buenos Aires - Regional San Isidro,2024-08,0,0
Edelweiss Spedition,Colegio De Traductores Publicos E Interpretes De La Provincia De Buenos Aires - Regional San Isidro,2024-09,0,0
Edelweiss Spedition,Cornejo Gaston Ezequiel,2024-06,41732,8764
Edelweiss Spedition,De La Arena Coll Tomas,2024-10,778800,0
Edelweiss Spedition,De La Arena Coll Tomas,2024-11,1460000,0
Edelweiss Spedition,De La Arena Coll Tomas,2025-04,1054620,0
Edelweiss Spedition,Deposito Avellaneda Sur S.A.,2024-01,1402161,294454
Edelweiss Spedition,Deposito Avellaneda Sur S.A.,2024-02,4083870,857612
Edelweiss Spedition,Deposito Avellaneda Sur S.A.,2024-03,2704325,567908
Edelweiss Spedition,Deposito Avellaneda Sur S.A.,2024-04,1670329,350769
Edelweiss Spedition,Deposito Avellaneda Sur S.A.,2024-05,4287232,900319
Edelweiss Spedition,Deposito Avellaneda Sur S.A.,2024-06,1104326,231908
Edelweiss Spedition,Deposito Avellaneda Sur S.A.,2024-07,2072695,435266
Edelweiss Spedition,Deposito Avellaneda Sur S.A.,2024-08,3602639,756554
Edelweiss Spedition,Deposito Avellaneda Sur S.A.,2024-09,636370,133638
Edelweiss Spedition,Deposito Avellaneda Sur S.A.,2024-10,1611546,338425
Edelweiss Spedition,Deposito Avellaneda Sur S.A.,2024-12,3335529,700461
Edelweiss Spedition,Deposito Avellaneda Sur S.A.,2025-01,7580653,1591937
Edelweiss Spedition,Deposito Avellaneda Sur S.A.,2025-02,8123714,1705980
Edelweiss Spedition,Deposito Avellaneda Sur S.A.,2025-03,15914495,3342044
Edelweiss Spedition,Deposito Avellaneda Sur S.A.,2025-04,21930965,4605503
Edelweiss Spedition,Exolgan Sociedad Anonima,2024-02,207713,43620
Edelweiss Spedition,Exolgan Sociedad Anonima,2024-04,432670,90861
Edelweiss Spedition,Exolgan Sociedad Anonima,2024-05,737101,154791
Edelweiss Spedition,Exolgan Sociedad Anonima,2024-06,448730,94233
Edelweiss Spedition,Exolgan Sociedad Anonima,2024-07,1088701,228627
Edelweiss Spedition,Exolgan Sociedad Anonima,2024-09,2203276,462688
Edelweiss Spedition,Exolgan Sociedad Anonima,2024-10,834300,175203
Edelweiss Spedition,Exolgan Sociedad Anonima,2024-11,1213558,254847
Edelweiss Spedition,Exolgan Sociedad Anonima,2024-12,927014,194673
Edelweiss Spedition,Exolgan Sociedad Anonima,2025-01,2473950,519529
Edelweiss Spedition,Exolgan Sociedad Anonima,2025-02,1536226,322608
Edelweiss Spedition,Exolgan Sociedad Anonima,2025-03,5483971,1151633
Edelweiss Spedition,Exolgan Sociedad Anonima,2025-04,2669676,560632
Edelweiss Spedition,Exolgan Sociedad Anonima,2025-05,691009,145112
Edelweiss Spedition,Fernandez Ana Clara,2024-08,574800,0
Edelweiss Spedition,Fravega S A C I E I,2024-02,1818180,381818
Edelweiss Spedition,Galderisi Carlos Andres,2025-04,500000,105000
Edelweiss Spedition,Galvylam Sociedad Anonima,2024-04,489484,102792
Edelweiss Spedition,Gemez Sa,2025-01,1972843,414297
Edelweiss Spedition,Gianico Bruno Alejandro,2024-01,4699,493
Edelweiss Spedition,Gimenez Leandro Cesar,2024-01,120000,0
Edelweiss Spedition,Gimenez Leandro Cesar,2024-02,240000,0
Edelweiss Spedition,Gimenez Leandro Cesar,2024-03,120000,0
Edelweiss Spedition,Gimenez Leandro Cesar,2024-05,571500,0
Edelweiss Spedition,Gimenez Leandro Cesar,2024-06,192150,0
Edelweiss Spedition,Gimenez Leandro Cesar,2024-07,722300,0
Edelweiss Spedition,Gimenez Leandro Cesar,2024-08,391100,0
Edelweiss Spedition,Gimenez Leandro Cesar,2024-09,913100,0
Edelweiss Spedition,Gimenez Leandro Cesar,2024-10,1029350,0
Edelweiss Spedition,Gimenez Leandro Cesar,2024-11,1231800,0
Edelweiss Spedition,Gimenez Leandro Cesar,2024-12,563750,0
Edelweiss Spedition,Gimenez Leandro Cesar,2025-01,385800,0
Edelweiss Spedition,Gimenez Leandro Cesar,2025-02,440000,0
Edelweiss Spedition,Gimenez Leandro Cesar,2025-03,740000,0
Edelweiss Spedition,Giocare Tech S.A.S.,2025-02,995474,104525
Edelweiss Spedition,Grimm Juan Miguel,2024-08,49300,10353
Edelweiss Spedition,Grimm Juan Miguel,2025-03,42000,8820
Edelweiss Spedition,Handyway Cargo S.A.,2025-02,251411,49653
Edelweiss Spedition,Hapag-Lloyd Argentina S.R.L,2024-02,655215,10450
Edelweiss Spedition,Hapag-Lloyd Argentina S.R.L,2024-04,671550,11100
